iter	RMSE
490	3.963997925
491	3.961598031
492	3.959800967
493	3.954233064
494	3.936911186
495	3.935747428
496	3.929411521
497	3.92809313
498	3.920675519
499	3.918452642
500	3.916346098
501	3.914862987
502	3.913626345
503	3.904967094
504	3.89908603
505	3.890046857
506	3.888886931
507	3.885847619
508	3.884938368
509	3.875707369
510	3.873586087
511	3.872402395
512	3.863825133
513	3.863032079
514	3.855109799
515	3.85319073
516	3.851699918
517	3.850671186
518	3.845197864
519	3.83040917
520	3.82980829
521	3.828999008
522	3.827377485
523	3.82311809
524	3.822447527
525	3.806453105
526	3.805040617
527	3.802617094
528	3.801292315
529	3.795451349
530	3.793982688
531	3.79305859
532	3.785453724
533	3.768643708
534	3.767003798
535	3.758359316
536	3.757815615
537	3.743161469
538	3.729248796
539	3.728016207
540	3.719617281
541	3.714521812
542	3.713353045
543	3.698685835
544	3.690809829
545	3.683719061
546	3.676927537
547	3.675720931
548	3.67008518
549	3.662333232
550	3.658656077
551	3.652029497
552	3.644734484
553	3.642737339
554	3.635835839
555	3.633816243
556	3.632251546
557	3.628925529
558	3.621106051
559	3.620163859
560	3.618673364
561	3.610833716
562	3.605505988
563	3.591322052
564	3.582516089
565	3.576476225
566	3.568134516
567	3.566932499
568	3.560151666
569	3.558622591
570	3.546316574
571	3.540280312
572	3.534211987
573	3.527244688
574	3.522899127
575	3.522246921
576	3.521236273
577	3.515159477
578	3.508667227
579	3.503914438
580	3.502406033
581	3.497773201
582	3.497057296
583	3.489499557
584	3.476381199
585	3.469740802
586	3.467799976
587	3.45896046
588	3.452566887
589	3.446828212
590	3.431166988
591	3.429803748
592	3.42601212
593	3.411067814
594	3.410550723
595	3.4097835
596	3.405558229
597	3.401620481
598	3.400225004
599	3.395978567
600	3.395075652
601	3.38850819
602	3.387176216
603	3.384992681
604	3.383804333
605	3.377193351
606	3.365908151
607	3.353275831
608	3.348484205
609	3.347934954
610	3.342593018
611	3.336646941
612	3.335251618
613	3.330713376
614	3.326105792
615	3.321306924
616	3.317404825
617	3.316706752
618	3.309598303
619	3.300050097
620	3.299062207
621	3.289914609
622	3.276555524
623	3.270766721
624	3.265319916
625	3.264076551
626	3.260082293
627	3.256197713
628	3.252430653
629	3.251365665
630	3.250254676
631	3.245099766
632	3.243934287
633	3.232005861
634	3.220710127
635	3.219650142
636	3.215360024
637	3.214651606
638	3.210596207
639	3.197367282
640	3.192219628
641	3.188254188
642	3.183722796
643	3.178249081
644	3.177295541
645	3.168022069
646	3.163282195
647	3.155910127
648	3.152334938
649	3.151507055
650	3.15051711
651	3.136728001
652	3.132395852
653	3.131308109
654	3.13022471
655	3.12578023
656	3.122461286
657	3.114936482
658	3.110680997
659	3.106183887
660	3.102719006
661	3.102033388
662	3.098803431
663	3.09582344
664	3.094755394
665	3.090935258
666	3.086516904
667	3.085692858
668	3.080065116
669	3.079017387
670	3.076203411
671	3.073219939
672	3.066774211
673	3.066128918
674	3.063706595
675	3.051081918
676	3.044365224
677	3.042039596
678	3.037617308
679	3.033663613
680	3.02645205
681	3.025548415
682	3.018575636
683	3.01474541
684	3.004554363
685	2.994971539
686	2.993778754
687	2.988795411
688	2.985782112
689	2.984922974
690	2.979109594
691	2.976890719
692	2.976150331
693	2.975458111
694	2.96770295
695	2.966310033
696	2.963672889
697	2.96263315
698	2.957960797
699	2.954964004
700	2.947606838
701	2.945534692
702	2.936555901
703	2.935695619
704	2.935001002
705	2.923635589
706	2.921658357
707	2.91769469
708	2.915846931
709	2.91121703
710	2.906748224
711	2.896557523
712	2.891589178
713	2.885208762
714	2.876316434
715	2.875789732
716	2.873030628
717	2.872417097
718	2.870399953
719	2.868336554
720	2.865165598
721	2.863119611
722	2.861217999
723	2.860436505
724	2.857613854
725	2.856644432
726	2.852689664
727	2.844604248
728	2.842756509
729	2.839732603
730	2.839134475
731	2.834900052
732	2.833388179
733	2.832466667
734	2.830329106
735	2.828274639
736	2.824331836
737	2.8235652
738	2.816695483
739	2.816063793
740	2.814487732
741	2.812423222
742	2.811557473
743	2.808340289
744	2.806303905
745	2.799017329
746	2.798231663
747	2.795484024
748	2.787577347
749	2.78086797
750	2.779078147
751	2.778590551
752	2.774837573
753	2.774277367
754	2.773627564
755	2.773049255
756	2.77224471
757	2.764205125
758	2.763725634
759	2.76303674
760	2.760645475
761	2.750840226
762	2.747181963
763	2.746615191
764	2.746061054
765	2.735606778
766	2.733432092
767	2.724154536
768	2.723664269
769	2.72048177
770	2.71992707
771	2.715417201
772	2.712302887
773	2.711777024
774	2.708247675
775	2.704733881
776	2.703231324
777	2.701549999
778	2.699167299
779	2.698656839
780	2.69813442
781	2.692830969
782	2.692154862
783	2.690405917
784	2.688194841
785	2.679935281
786	2.677351704
787	2.675848991
788	2.672465582
789	2.670346147
790	2.66301484
791	2.659397181
792	2.653215209
793	2.651194708
794	2.648544233
795	2.646402535
796	2.640524171
797	2.637436285
798	2.636768558
799	2.631625888
800	2.626021825
801	2.616236571
802	2.606527746
803	2.604573853
804	2.601477369
805	2.597988569
806	2.593051372
807	2.592558588
808	2.591372924
809	2.587790205
810	2.586093553
811	2.576818766
812	2.576465442
813	2.574586289
814	2.572724182
815	2.572130816
816	2.565278508
817	2.564022117
818	2.557651829
819	2.555058555
820	2.553310462
821	2.552829204
822	2.552266005
823	2.543919752
824	2.537507051
825	2.537016847
826	2.535928104
827	2.535361485
828	2.534003464
829	2.533520172
830	2.526157069
831	2.519978995
832	2.51849279
833	2.511449169
834	2.508563293
835	2.505631473
836	2.505328813
837	2.502516871
838	2.50098158
839	2.495883179
840	2.495082308
841	2.494091542
842	2.492609784
843	2.491517205
844	2.48827203
845	2.487738971
846	2.482264567
847	2.474835262
848	2.473692482
849	2.472880612
850	2.46851702
851	2.467602986
852	2.465209563
853	2.462478274
854	2.461323544
855	2.459713671
856	2.457752574
857	2.455385723
858	2.450163551
859	2.449658072
860	2.448491995
861	2.448074844
862	2.44502
863	2.44332502
864	2.442695969
865	2.441145754
866	2.439667797
867	2.432929493
868	2.431713579
869	2.43093803
870	2.425268467
871	2.424982595
872	2.424728344
873	2.424016422
874	2.423484685
875	2.417717033
876	2.416641431
877	2.412220179
878	2.410392618
879	2.40993114
880	2.409343266
881	2.408827588
882	2.407206083
883	2.401541511
884	2.399317714
885	2.398818336
886	2.398382678
887	2.397070964
888	2.395653484
889	2.391017963
890	2.390532763
891	2.386037058
892	2.380795443
893	2.379359505
894	2.373930613
895	2.373613474
896	2.371872833
897	2.371267543
898	2.370759967
899	2.369517479
900	2.362339182
901	2.360789089
902	2.358818755
903	2.356919431
904	2.356434606
905	2.356012138
906	2.35319392
907	2.351867985
908	2.349426634
909	2.348971357
910	2.347492258
911	2.342850765
912	2.340285976
913	2.339799981
914	2.338384446
915	2.334614842
916	2.334095246
917	2.33153548
918	2.330705666
919	2.330247569
920	2.327575178
921	2.326014703
922	2.32441326
923	2.323172781
924	2.322525613
925	2.321423716
926	2.320385644
927	2.320020054
928	2.31464778
929	2.313650442
930	2.313206959
931	2.312714641
932	2.309221673
933	2.308833679
934	2.308264089
935	2.301429898
936	2.299382459
937	2.299036599
938	2.290742437
939	2.290292137
940	2.28903178
941	2.288284922
942	2.287906475
943	2.285172054
944	2.28323964
945	2.277602603
946	2.269746615
947	2.269429723
948	2.263881781
949	2.26358475
950	2.261712635
951	2.261139364
952	2.260705463
953	2.258671428
954	2.258173628
955	2.253099929
956	2.248684211
957	2.247094925
958	2.242310258
959	2.242016303
960	2.241474638
961	2.24008091
962	2.237096854
963	2.235839853
964	2.235060599
965	2.234691209
966	2.233049615
967	2.228559471
968	2.223876876
969	2.223405259
970	2.221462281
971	2.220712457
972	2.216963812
973	2.215348874
974	2.214992025
975	2.212877651
976	2.207814632
977	2.206610432
978	2.206251395
979	2.205312123
980	2.204425208
981	2.203729738
982	2.203277126
983	2.202860633
984	2.201875524
985	2.200190441
986	2.195537585
987	2.191198975
988	2.190784344
989	2.184884747
990	2.183368981
991	2.182588893
992	2.182226551
993	2.181896534
994	2.177860076
995	2.171766266
996	2.170554829
997	2.169137183
998	2.168490675
999	2.168072243
1000	2.167029279
1001	2.165567898
1002	2.164438128
1003	2.160019807
1004	2.156256853
1005	2.152274251
1006	2.150971855
1007	2.145310966
1008	2.145026299
1009	2.143867418
1010	2.142592654
1011	2.142325516
1012	2.140458806
1013	2.139723119
1014	2.139352554
1015	2.138216872
1016	2.135155313
1017	2.134743072
1018	2.13372584
1019	2.133047267
1020	2.132380869
1021	2.130862507
1022	2.130604226
1023	2.129715497
1024	2.128985443
1025	2.124771162
1026	2.124364667
1027	2.115801658
1028	2.111298438
1029	2.10989414
1030	2.104986134
1031	2.103464328
1032	2.102527524
1033	2.098362153
1034	2.09815967
1035	2.095136925
1036	2.094459571
1037	2.090334285
1038	2.088822614
1039	2.088530202
1040	2.086403116
1041	2.086209597
1042	2.084911848
1043	2.083580552
1044	2.08108364
1045	2.080122193
1046	2.079293312
1047	2.078386618
1048	2.077899147
1049	2.076489603
1050	2.076180993
1051	2.075171959
1052	2.074677141
1053	2.072729161
1054	2.072468548
1055	2.06973014
1056	2.069468317
1057	2.068366495
1058	2.067159033
1059	2.066031756
1060	2.06563323
1061	2.061681198
1062	2.060643149
1063	2.059758861
1064	2.055476258
1065	2.055134625
1066	2.05379943
1067	2.051128817
1068	2.050045439
1069	2.049262014
1070	2.049079374
1071	2.048194167
1072	2.046677457
1073	2.041817623
1074	2.041349873
1075	2.04101183
1076	2.038362751
1077	2.037981829
1078	2.034572132
1079	2.033293494
1080	2.031146681
1081	2.025378874
1082	2.01721896
1083	2.016929936
1084	2.016536562
1085	2.012567806
1086	2.008831311
1087	2.008486542
1088	2.006337433
1089	2.006023772
1090	2.005652601
1091	2.005396078
1092	2.004936318
1093	2.003116029
1094	2.00221542
1095	2.001973949
1096	1.9999229
1097	1.99969817
1098	1.998881882
1099	1.994330597
1100	1.994105035
1101	1.993377157
1102	1.992227512
1103	1.990298802
1104	1.98936835
1105	1.984863858
1106	1.983564741
1107	1.98285951
1108	1.982544016
1109	1.980960621
1110	1.979787781
1111	1.979047324
1112	1.976147967
1113	1.975262393
1114	1.973375417
1115	1.972992771
1116	1.971726695
1117	1.971194806
1118	1.97052022
1119	1.969846875
1120	1.969338901
1121	1.969101847
1122	1.965587172
1123	1.961504503
1124	1.959873857
1125	1.958853875
1126	1.957677624
1127	1.956606495
1128	1.95598564
1129	1.955658181
1130	1.955162521
1131	1.954684878
1132	1.953625172
1133	1.952377556
1134	1.951307548
1135	1.946355689
1136	1.94613379
1137	1.945925752
1138	1.944724335
1139	1.939586116
1140	1.938682983
1141	1.937138448
1142	1.936542238
1143	1.936179808
1144	1.934885186
1145	1.932408128
1146	1.93128585
1147	1.930629148
1148	1.929868297
1149	1.929572398
1150	1.929207115
1151	1.928459029
1152	1.927971599
1153	1.927136283
1154	1.926845457
1155	1.925154138
1156	1.917575597
1157	1.915826991
1158	1.915030036
1159	1.914226987
1160	1.912087749
1161	1.911493256
1162	1.9089784
1163	1.908781189
1164	1.908493936
1165	1.907064733
1166	1.906778155
1167	1.906632632
1168	1.905197557
1169	1.903952965
1170	1.903709906
1171	1.901539122
1172	1.901151578
1173	1.897159181
1174	1.895565382
1175	1.892068407
1176	1.885889249
1177	1.884379693
1178	1.883845002
1179	1.880283543
1180	1.880002241
1181	1.879292736
1182	1.878046361
1183	1.876479133
1184	1.876001536
1185	1.874806495
1186	1.87371503
1187	1.873447746
1188	1.873183637
1189	1.871457053
1190	1.869749509
1191	1.866443728
1192	1.866307907
1193	1.863079506
1194	1.859345278
1195	1.858757504
1196	1.858018895
1197	1.857525537
1198	1.856796729
1199	1.856537882
1200	1.855022512
1201	1.852796911
1202	1.852592074
1203	1.84935571
1204	1.848951485
1205	1.848398616
1206	1.847374542
1207	1.846935338
1208	1.845693351
1209	1.845041674
1210	1.844535961
1211	1.84433242
1212	1.842873715
1213	1.842122078
1214	1.841933913
1215	1.841677559
1216	1.841347683
1217	1.839249974
1218	1.834196955
1219	1.83283666
1220	1.831482677
1221	1.827950599
1222	1.82773291
1223	1.826529658
1224	1.825746059
1225	1.825304404
1226	1.8226201
1227	1.821668737
1228	1.821084525
1229	1.820389828
1230	1.819898403
1231	1.816608441
1232	1.816268646
1233	1.816052676
1234	1.813984973
1235	1.811960933
1236	1.806448581
1237	1.805345992
1238	1.804959371
1239	1.80128296
1240	1.801094662
1241	1.800201211
1242	1.79896278
1243	1.798385206
1244	1.797346881
1245	1.796586113
1246	1.794908495
1247	1.791908556
1248	1.791223745
1249	1.787765891
1250	1.787585551
1251	1.786589595
1252	1.786350893
1253	1.784971011
1254	1.783938416
1255	1.782660802
1256	1.782253559
1257	1.776980648
1258	1.77598806
1259	1.77294575
1260	1.771862585
1261	1.77168376
1262	1.770275165
1263	1.770057049
1264	1.769473048
1265	1.76852186
1266	1.767890784
1267	1.766721151
1268	1.764767152
1269	1.764331665
1270	1.764188232
1271	1.763571146
1272	1.762004005
1273	1.761555602
1274	1.759506314
1275	1.759311324
1276	1.757796343
1277	1.75278277
1278	1.751453398
1279	1.748325766
1280	1.745946677
1281	1.742714169
1282	1.74239953
1283	1.739590697
1284	1.739208371
1285	1.735811577
1286	1.73557372
1287	1.734224715
1288	1.733949417
1289	1.733122175
1290	1.732655326
1291	1.73132082
1292	1.731120947
1293	1.730927938
1294	1.729731114
1295	1.729558184
1296	1.729059989
1297	1.728529655
1298	1.727518148
1299	1.72514349
1300	1.724045644
1301	1.721766003
1302	1.721552046
1303	1.720565221
1304	1.719525331
1305	1.718308036
1306	1.71757018
1307	1.717353624
1308	1.715768882
1309	1.715528886
1310	1.714599214
1311	1.714397006
1312	1.713562631
1313	1.708155646
1314	1.707933021
1315	1.707355201
1316	1.707026428
1317	1.706864719
1318	1.705678667
1319	1.70444262
1320	1.704237662
1321	1.701675149
1322	1.696320375
1323	1.694722943
1324	1.693170942
1325	1.692675636
1326	1.692100333
1327	1.689039244
1328	1.688585408
1329	1.68815988
1330	1.686276765
1331	1.681294511
1332	1.677782758
1333	1.677560694
1334	1.676402655
1335	1.676111099
1336	1.67561504
1337	1.675195652
1338	1.67386928
1339	1.672811476
1340	1.670895422
1341	1.667118059
1342	1.666926206
1343	1.666178919
1344	1.66502326
1345	1.664008732
1346	1.663911493
1347	1.662982368
1348	1.661864999
1349	1.661253415
1350	1.660089077
1351	1.65975199
1352	1.659314032
1353	1.658059849
1354	1.657921435
1355	1.657730815
1356	1.656739013
1357	1.655796139
1358	1.654440572
1359	1.654146716
1360	1.652711727
1361	1.64865589
1362	1.648512743
1363	1.648143553
1364	1.647541784
1365	1.647274359
1366	1.645769064
1367	1.644188017
1368	1.643833665
1369	1.639951922
1370	1.639270412
1371	1.638646235
1372	1.638459084
1373	1.638332828
1374	1.637268453
1375	1.636403057
1376	1.635577734
1377	1.635460218
1378	1.63478934
1379	1.633903043
1380	1.633610217
1381	1.633000375
1382	1.629134593
1383	1.629001827
1384	1.628223598
1385	1.627909909
1386	1.627405637
1387	1.6269778
1388	1.6268534
1389	1.626650527
1390	1.626132824
1391	1.622901562
1392	1.62218909
1393	1.621840718
1394	1.621634409
1395	1.62147689
1396	1.619620852
1397	1.618782906
1398	1.618473933
1399	1.617445641
1400	1.617303663
1401	1.617059775
1402	1.616258814
1403	1.615197179
1404	1.614808178
1405	1.614265899
1406	1.613949087
1407	1.613394145
1408	1.613252057
1409	1.612804905
1410	1.612639511
1411	1.611610046
1412	1.608056632
1413	1.607598871
1414	1.60741878
1415	1.607253665
1416	1.60656567
1417	1.606123315
1418	1.605861819
1419	1.605225832
1420	1.604936943
1421	1.604299077
1422	1.603119304
1423	1.602026723
1424	1.601600932
1425	1.601467523
1426	1.601292859
1427	1.600262176
1428	1.600137151
1429	1.596847193
1430	1.596511252
1431	1.595642445
1432	1.594577005
1433	1.59384343
1434	1.593739085
1435	1.593145178
1436	1.592795963
1437	1.591809993
1438	1.591686296
1439	1.59151809
1440	1.588192846
1441	1.587488228
1442	1.586472161
1443	1.585064189
1444	1.582490623
1445	1.581159145
1446	1.580089485
1447	1.579538513
1448	1.578834766
1449	1.578341117
1450	1.577443505
1451	1.57647123
1452	1.576346766
1453	1.576027261
1454	1.575786961
1455	1.575636233
1456	1.574923295
1457	1.571554268
1458	1.570890527
1459	1.570745956
1460	1.570609472
1461	1.570086506
1462	1.567662507
1463	1.567519308
1464	1.567393136
1465	1.567220421
1466	1.56558757
1467	1.565289328
1468	1.564383494
1469	1.563132838
1470	1.562609302
1471	1.562511525
1472	1.561246861
1473	1.56099076
1474	1.560494585
1475	1.560173499
1476	1.559524305
1477	1.559386146
1478	1.558326759
1479	1.55809528
1480	1.557999888
1481	1.556944702
1482	1.555945432
1483	1.555826297
1484	1.555752564
1485	1.555655717
1486	1.554247084
1487	1.553287386
1488	1.553183785
1489	1.552506552
1490	1.552393246
1491	1.552277042
1492	1.552235838
1493	1.551820834
1494	1.551761035
1495	1.551662649
1496	1.551575921
1497	1.551158701
1498	1.549241598
1499	1.549135494
1500	1.548285346
1501	1.548182229
1502	1.548062256
1503	1.547933197
1504	1.547726544
1505	1.547637862
1506	1.547530853
1507	1.546012804
1508	1.544830277
1509	1.544451493
1510	1.542180242
1511	1.542059874
1512	1.540617801
1513	1.535834384
1514	1.535736488
1515	1.535648916
1516	1.533568655
1517	1.532627226
1518	1.527757489
1519	1.526245236
1520	1.526154911
1521	1.523183342
1522	1.52294526
1523	1.52250031
1524	1.521499178
1525	1.520763577
1526	1.519926024
1527	1.519761835
1528	1.518988624
1529	1.518122723
1530	1.518015911
1531	1.51493811
1532	1.511946389
1533	1.51105519
1534	1.510718149
1535	1.510449984
1536	1.5102191
1537	1.509394708
1538	1.508797444
1539	1.508710376
1540	1.508437881
1541	1.507727548
1542	1.506355272
1543	1.505748489
1544	1.505337721
1545	1.505088662
1546	1.505031207
1547	1.504413001
1548	1.501633046
1549	1.501276235
1550	1.500529249
1551	1.499957219
1552	1.499505849
1553	1.49941689
1554	1.499322638
1555	1.498474373
1556	1.498422303
1557	1.493452476
1558	1.493074806
1559	1.491515771
1560	1.49123729
1561	1.490354508
1562	1.487831509
1563	1.487412699
1564	1.486286394
1565	1.486044667
1566	1.485120879
1567	1.48435539
1568	1.483899565
1569	1.483721795
1570	1.481206076
1571	1.481008157
1572	1.480142467
1573	1.479350229
1574	1.47926481
1575	1.476145248
1576	1.476030774
1577	1.475959786
1578	1.47513485
1579	1.473027967
1580	1.472361673
1581	1.471691648
1582	1.469043139
1583	1.464491785
1584	1.462594387
1585	1.46236509
1586	1.461384476
1587	1.461287646
1588	1.459739843
1589	1.459145538
1590	1.458033813
1591	1.456559731
1592	1.456267234
1593	1.453532945
1594	1.453210349
1595	1.453101728
1596	1.452792922
1597	1.45111142
1598	1.450576402
1599	1.450345349
1600	1.448161283
1601	1.447385827
1602	1.447323405
1603	1.44717952
1604	1.446410181
1605	1.444085715
1606	1.444015967
1607	1.44339828
1608	1.442369306
1609	1.437848228
1610	1.437434489
1611	1.433103436
1612	1.433058296
1613	1.432775364
1614	1.432678296
1615	1.432359059
1616	1.432160711
1617	1.431769231
1618	1.431586995
1619	1.430958667
1620	1.428880702
1621	1.428555412
1622	1.426267342
1623	1.426165259
1624	1.426026906
1625	1.425591039
1626	1.425143868
1627	1.424898206
1628	1.424832513
1629	1.424251451
1630	1.42410293
1631	1.424052274
1632	1.423937794
1633	1.422985847
1634	1.422301007
1635	1.422259764
1636	1.422192481
1637	1.422149234
1638	1.421984288
1639	1.419701651
1640	1.415350037
1641	1.414776048
1642	1.41470061
1643	1.414522831
1644	1.414343381
1645	1.413662848
1646	1.413291598
1647	1.413077694
1648	1.408959607
1649	1.407958216
1650	1.406368851
1651	1.403847335
1652	1.403258622
1653	1.403045835
1654	1.402728294
1655	1.401250447
1656	1.400584165
1657	1.399704046
1658	1.399599345
1659	1.399499307
1660	1.399421478
1661	1.399237497
1662	1.398438211
1663	1.397082876
1664	1.396812033
