iter	Passed	Remaining
558	187	415
559	187	415
560	187	414
561	188	414
562	188	413
563	188	413
564	188	412
565	188	411
566	189	411
567	189	410
568	189	410
569	189	409
570	190	409
571	190	408
572	190	408
573	190	407
574	191	406
575	191	406
576	191	405
577	191	405
578	191	404
579	192	404
580	192	403
581	192	402
582	192	402
583	193	401
584	193	401
585	193	400
586	193	400
587	193	399
588	194	399
589	194	398
590	194	398
591	194	397
592	195	397
593	195	396
594	195	396
595	195	395
596	195	394
597	196	394
598	196	393
599	196	393
600	196	392
601	197	392
602	197	391
603	197	391
604	197	390
605	198	390
606	198	389
607	198	389
608	198	388
609	198	388
610	199	387
611	199	387
612	199	386
613	199	386
614	200	385
615	200	385
616	200	384
617	200	384
618	201	383
619	201	383
620	201	382
621	201	382
622	202	381
623	202	381
624	202	380
625	202	380
626	202	379
627	203	379
628	203	378
629	203	378
630	203	377
631	204	377
632	204	376
633	204	376
634	204	375
635	204	375
636	205	374
637	205	374
638	205	373
639	205	373
640	206	372
641	206	372
642	206	371
643	206	371
644	207	370
645	207	370
646	207	369
647	207	369
648	208	368
649	208	368
650	208	368
651	208	367
652	209	367
653	209	366
654	209	366
655	210	366
656	210	365
657	210	365
658	210	364
659	211	364
660	211	363
661	211	363
662	211	363
663	211	362
664	212	362
665	212	361
666	212	361
667	212	360
668	212	360
669	213	359
670	213	359
671	213	358
672	213	358
673	214	357
674	214	357
675	214	356
676	214	356
677	215	355
678	215	355
679	215	354
680	215	354
681	215	353
682	216	353
683	216	353
684	216	352
685	216	352
686	216	351
687	217	351
688	217	350
689	217	350
690	217	349
691	218	349
692	218	348
693	218	348
694	218	347
695	219	347
696	219	346
697	219	346
698	219	346
699	219	345
700	220	345
701	220	344
702	220	344
703	220	343
704	221	343
705	221	342
706	221	342
707	221	341
708	221	341
709	222	341
710	222	340
711	222	340
712	222	339
713	223	339
714	223	338
715	223	338
716	223	337
717	223	337
718	224	337
719	224	336
720	224	336
721	224	335
722	225	335
723	225	334
724	225	334
725	225	333
726	225	333
727	226	333
728	226	332
729	226	332
730	227	332
731	227	331
732	227	331
733	227	330
734	227	330
735	228	329
736	228	329
737	228	329
738	228	328
739	229	328
740	229	327
741	229	327
742	229	326
743	230	326
744	230	326
745	230	325
746	230	325
747	230	324
748	231	324
749	231	323
750	231	323
751	231	323
752	232	322
753	232	322
754	232	321
755	232	321
756	233	321
757	233	320
758	233	320
759	233	319
760	233	319
761	234	319
762	234	318
763	234	318
764	234	317
765	235	317
766	235	316
767	235	316
768	235	316
769	236	315
770	236	315
771	236	314
772	236	314
773	236	314
774	237	313
775	237	313
776	237	312
777	237	312
778	238	311
779	238	311
780	238	311
781	238	310
782	238	310
783	239	309
784	239	309
785	239	309
786	239	308
787	240	308
788	240	308
789	240	307
790	240	307
791	241	306
792	241	306
793	241	306
794	241	305
795	242	305
796	242	305
797	242	304
798	242	304
799	243	303
800	243	303
801	243	303
802	243	302
803	243	302
804	244	301
805	244	301
806	244	300
807	244	300
808	245	300
809	245	299
810	245	299
811	245	298
812	245	298
813	246	298
814	246	297
815	246	297
816	246	296
817	247	296
818	247	296
819	247	295
820	247	295
821	247	294
822	248	294
823	248	294
824	248	293
825	248	293
826	248	292
827	249	292
828	249	292
829	249	291
830	249	291
831	250	290
832	250	290
833	250	290
834	250	289
835	250	289
836	251	288
837	251	288
838	251	288
839	251	287
840	252	287
841	252	287
842	252	286
843	252	286
844	252	285
845	253	285
846	253	285
847	253	284
848	253	284
849	254	283
850	254	283
851	254	283
852	254	282
853	254	282
854	255	282
855	255	281
856	255	281
857	255	280
858	256	280
859	256	280
860	256	279
861	256	279
862	256	279
863	257	278
864	257	278
865	257	277
866	257	277
867	258	277
868	258	276
869	258	276
870	258	276
871	259	275
872	259	275
873	259	274
874	259	274
875	259	274
876	260	273
877	260	273
878	260	273
879	260	272
880	261	272
881	261	271
882	261	271
883	261	271
884	261	270
885	262	270
886	262	270
887	262	269
888	263	269
889	263	269
890	263	268
891	263	268
892	263	268
893	264	267
894	264	267
895	264	267
896	264	266
897	265	266
898	265	266
899	265	265
900	265	265
901	266	264
902	266	264
903	266	264
904	266	263
905	267	263
906	267	263
907	267	262
908	267	262
909	267	262
910	268	261
911	268	261
912	268	260
913	268	260
914	269	260
915	269	259
916	269	259
917	269	259
918	270	258
919	270	258
920	270	258
921	270	257
922	270	257
923	271	257
924	271	256
925	271	256
926	272	256
927	272	255
928	272	255
929	272	255
930	272	254
931	273	254
932	273	254
933	273	253
934	273	253
935	274	252
936	274	252
937	274	252
938	274	251
939	274	251
940	275	251
941	275	250
942	275	250
943	275	250
944	276	249
945	276	249
946	276	249
947	276	248
948	277	248
949	277	248
950	277	247
951	277	247
952	278	247
953	278	246
954	278	246
955	278	246
956	279	245
957	279	245
958	279	245
959	279	244
960	279	244
961	280	244
962	280	243
963	280	243
964	280	242
965	280	242
966	281	242
967	281	241
968	281	241
969	281	241
970	282	240
971	282	240
972	282	240
973	282	239
974	283	239
975	283	239
976	283	238
977	283	238
978	283	238
979	284	237
980	284	237
981	284	237
982	284	236
983	285	236
984	285	236
985	285	235
986	285	235
987	285	234
988	286	234
989	286	234
990	286	233
991	286	233
992	287	233
993	287	232
994	287	232
995	287	232
996	287	231
997	288	231
998	288	231
999	288	230
1000	288	230
1001	289	230
1002	289	229
1003	289	229
1004	289	229
1005	289	228
1006	290	228
1007	290	228
1008	290	227
1009	290	227
1010	291	227
1011	291	226
1012	291	226
1013	291	226
1014	291	225
1015	292	225
1016	292	225
1017	292	224
1018	292	224
1019	293	224
1020	293	223
1021	293	223
1022	293	223
1023	293	222
1024	294	222
1025	294	222
1026	294	221
1027	294	221
1028	295	221
1029	295	220
1030	295	220
1031	295	220
1032	296	219
1033	296	219
1034	296	219
1035	296	218
1036	296	218
1037	297	218
1038	297	217
1039	297	217
1040	297	217
1041	298	216
1042	298	216
1043	298	216
1044	298	215
1045	298	215
1046	299	215
1047	299	214
1048	299	214
1049	299	214
1050	299	213
1051	300	213
1052	300	213
1053	300	212
1054	300	212
1055	301	212
1056	301	211
1057	301	211
1058	301	211
1059	302	210
1060	302	210
1061	302	210
1062	302	209
1063	302	209
1064	303	209
1065	303	208
1066	303	208
1067	303	208
1068	304	207
1069	304	207
1070	304	207
1071	304	206
1072	304	206
1073	305	206
1074	305	205
1075	306	205
1076	306	205
1077	306	205
1078	306	205
1079	307	204
1080	307	204
1081	307	204
1082	307	203
1083	307	203
1084	308	203
1085	308	202
1086	308	202
1087	308	202
1088	309	202
1089	309	201
1090	310	201
1091	310	201
1092	310	200
1093	310	200
1094	310	200
1095	311	199
1096	311	199
1097	311	199
1098	311	198
1099	312	198
1100	312	198
1101	312	197
1102	312	197
1103	312	197
1104	313	196
1105	313	196
1106	313	196
1107	313	195
1108	313	195
1109	314	195
1110	314	195
1111	314	194
1112	314	194
1113	315	194
1114	315	193
1115	315	193
1116	315	193
1117	316	192
1118	316	192
1119	316	192
1120	316	191
1121	316	191
1122	317	191
1123	317	190
1124	317	190
1125	317	190
1126	317	189
1127	318	189
1128	318	189
1129	318	188
1130	318	188
1131	319	188
1132	319	187
1133	319	187
1134	319	187
1135	319	187
1136	320	186
1137	320	186
1138	320	186
1139	320	185
1140	321	185
1141	321	185
1142	321	184
1143	321	184
1144	321	184
1145	322	183
1146	322	183
1147	322	183
1148	322	182
1149	323	182
1150	323	182
1151	323	181
1152	323	181
1153	323	181
1154	324	180
1155	324	180
1156	324	180
1157	324	180
1158	325	179
1159	325	179
1160	325	179
1161	325	178
1162	326	178
1163	326	178
1164	326	178
1165	326	177
1166	327	177
1167	327	177
1168	327	176
1169	327	176
1170	327	176
1171	328	175
1172	328	175
1173	328	175
1174	328	174
1175	329	174
1176	329	174
1177	329	173
1178	329	173
1179	329	173
1180	330	173
1181	330	172
1182	330	172
1183	330	172
1184	331	171
1185	331	171
1186	331	171
1187	331	170
1188	331	170
1189	332	170
1190	332	169
1191	332	169
1192	332	169
1193	333	169
1194	333	168
1195	333	168
1196	333	168
1197	333	167
1198	334	167
1199	334	167
1200	334	166
1201	334	166
1202	335	166
1203	335	165
1204	335	165
1205	335	165
1206	335	165
1207	336	164
1208	336	164
1209	336	164
1210	336	163
1211	337	163
1212	337	163
1213	337	162
1214	337	162
1215	337	162
1216	338	161
1217	338	161
1218	338	161
1219	338	161
1220	338	160
1221	339	160
1222	339	160
1223	339	159
1224	339	159
1225	340	159
1226	340	158
1227	340	158
1228	340	158
1229	340	158
1230	341	157
1231	341	157
1232	341	157
1233	341	156
1234	342	156
1235	342	156
1236	342	155
1237	342	155
1238	342	155
1239	343	155
1240	343	154
1241	343	154
1242	343	154
1243	344	153
1244	344	153
1245	344	153
1246	344	152
1247	344	152
1248	345	152
1249	345	151
1250	345	151
1251	345	151
1252	346	151
1253	346	150
1254	346	150
1255	346	150
1256	347	149
1257	347	149
1258	347	149
1259	347	149
1260	347	148
1261	348	148
1262	348	148
1263	348	147
1264	348	147
1265	349	147
1266	349	146
1267	349	146
1268	349	146
1269	350	146
1270	350	145
1271	350	145
1272	350	145
1273	350	144
1274	351	144
1275	351	144
1276	351	143
1277	351	143
1278	352	143
1279	352	143
1280	352	142
1281	352	142
1282	352	142
1283	353	141
1284	353	141
1285	353	141
1286	353	141
1287	354	140
1288	354	140
1289	354	140
1290	354	139
1291	355	139
1292	355	139
1293	355	139
1294	355	138
1295	355	138
1296	356	138
1297	356	137
1298	356	137
1299	356	137
1300	357	136
1301	357	136
1302	357	136
1303	357	136
1304	357	135
1305	358	135
1306	358	135
1307	358	134
1308	358	134
1309	359	134
1310	359	134
1311	359	133
1312	359	133
1313	360	133
1314	360	132
1315	360	132
1316	360	132
1317	360	132
1318	361	131
1319	361	131
1320	361	131
1321	361	130
1322	362	130
1323	362	130
1324	362	129
1325	362	129
1326	363	129
1327	363	129
1328	363	128
1329	363	128
1330	364	128
1331	364	128
1332	364	127
1333	364	127
1334	365	127
1335	365	126
1336	365	126
1337	365	126
1338	365	126
1339	366	125
1340	366	125
1341	366	125
1342	366	124
1343	367	124
1344	367	124
1345	367	123
1346	367	123
1347	368	123
1348	368	123
1349	368	122
1350	368	122
1351	368	122
1352	369	121
1353	369	121
1354	369	121
1355	369	121
1356	370	120
1357	370	120
1358	370	120
1359	370	119
1360	370	119
1361	371	119
1362	371	119
1363	371	118
1364	371	118
1365	372	118
1366	372	117
1367	372	117
1368	372	117
1369	373	117
1370	373	116
1371	373	116
1372	373	116
1373	373	115
1374	374	115
1375	374	115
1376	374	115
1377	374	114
1378	375	114
1379	375	114
1380	375	113
1381	375	113
1382	376	113
1383	376	113
1384	376	112
1385	376	112
1386	376	112
1387	377	111
1388	377	111
1389	377	111
1390	377	111
1391	377	110
1392	378	110
1393	378	110
1394	378	109
1395	378	109
1396	379	109
1397	379	109
1398	379	108
1399	379	108
1400	380	108
1401	380	107
1402	380	107
1403	380	107
1404	380	107
1405	381	106
1406	381	106
1407	381	106
1408	381	105
1409	382	105
1410	382	105
1411	382	105
1412	382	104
1413	382	104
1414	383	104
1415	383	103
1416	383	103
1417	383	103
1418	384	103
1419	384	102
1420	384	102
1421	384	102
1422	384	101
1423	385	101
1424	385	101
1425	385	101
1426	386	100
1427	386	100
1428	386	100
1429	387	100
1430	387	99
1431	387	99
1432	387	99
1433	388	99
1434	388	98
1435	388	98
1436	388	98
1437	388	97
1438	389	97
1439	389	97
1440	389	97
1441	389	96
1442	390	96
1443	390	96
1444	390	95
1445	390	95
1446	391	95
1447	391	95
1448	391	94
1449	391	94
1450	391	94
1451	392	93
1452	392	93
1453	392	93
1454	392	93
1455	393	92
1456	393	92
1457	393	92
1458	393	92
1459	393	91
1460	394	91
1461	394	91
1462	394	90
1463	394	90
1464	395	90
1465	395	90
1466	395	89
1467	395	89
1468	395	89
1469	396	88
1470	396	88
1471	396	88
1472	396	88
1473	397	87
1474	397	87
1475	397	87
1476	397	86
1477	397	86
1478	398	86
1479	398	86
1480	398	85
1481	398	85
1482	399	85
1483	399	85
1484	399	84
1485	399	84
1486	399	84
1487	400	83
1488	400	83
1489	400	83
1490	400	83
1491	401	82
1492	401	82
1493	401	82
1494	401	81
1495	401	81
1496	402	81
1497	402	81
1498	402	80
1499	402	80
1500	402	80
1501	403	79
1502	403	79
1503	403	79
1504	403	79
1505	404	78
1506	404	78
1507	404	78
1508	404	78
1509	404	77
1510	405	77
1511	405	77
1512	405	76
1513	405	76
1514	406	76
1515	406	76
1516	406	75
1517	406	75
1518	406	75
1519	407	75
1520	407	74
1521	407	74
1522	407	74
1523	408	73
1524	408	73
1525	408	73
1526	408	73
1527	408	72
1528	409	72
1529	409	72
1530	409	71
1531	409	71
1532	410	71
1533	410	71
1534	410	70
1535	410	70
1536	410	70
1537	411	70
1538	411	69
1539	411	69
1540	411	69
1541	412	68
1542	412	68
1543	412	68
1544	412	68
1545	413	67
1546	413	67
1547	413	67
1548	413	67
1549	413	66
1550	414	66
1551	414	66
1552	414	65
1553	414	65
1554	415	65
1555	415	65
1556	415	64
1557	415	64
1558	415	64
1559	416	64
1560	416	63
1561	416	63
1562	416	63
1563	417	62
1564	417	62
1565	417	62
1566	417	62
1567	417	61
1568	418	61
1569	418	61
1570	418	61
1571	418	60
1572	419	60
1573	419	60
1574	419	59
1575	419	59
1576	419	59
1577	420	59
1578	420	58
1579	420	58
1580	420	58
1581	421	58
1582	421	57
1583	421	57
1584	421	57
1585	421	56
1586	422	56
1587	422	56
1588	422	56
1589	422	55
1590	423	55
1591	423	55
1592	423	55
1593	423	54
1594	423	54
1595	424	54
1596	424	53
1597	424	53
1598	424	53
1599	425	53
1600	425	52
1601	425	52
1602	425	52
1603	425	52
1604	426	51
1605	426	51
1606	426	51
1607	426	50
1608	427	50
1609	427	50
1610	427	50
1611	427	49
1612	428	49
1613	428	49
1614	428	49
1615	428	48
1616	428	48
1617	429	48
1618	429	47
1619	429	47
1620	429	47
1621	430	47
1622	430	46
1623	430	46
1624	430	46
1625	430	46
1626	431	45
1627	431	45
1628	431	45
1629	431	45
1630	431	44
1631	432	44
1632	432	44
1633	432	43
1634	432	43
1635	433	43
1636	433	43
1637	433	42
1638	433	42
1639	433	42
1640	434	42
1641	434	41
1642	434	41
1643	434	41
1644	435	40
1645	435	40
1646	435	40
1647	435	40
1648	435	39
1649	436	39
1650	436	39
1651	436	39
1652	436	38
1653	437	38
1654	437	38
1655	437	38
1656	437	37
1657	437	37
1658	438	37
1659	438	36
1660	438	36
1661	438	36
1662	439	36
1663	439	35
1664	439	35
1665	439	35
1666	440	35
1667	440	34
1668	440	34
1669	440	34
1670	440	34
1671	441	33
1672	441	33
1673	441	33
1674	441	32
1675	442	32
1676	442	32
1677	442	32
1678	442	31
1679	442	31
1680	443	31
1681	443	31
1682	443	30
1683	443	30
1684	444	30
1685	444	30
1686	444	29
1687	444	29
1688	445	29
1689	445	28
1690	445	28
1691	445	28
1692	445	28
1693	446	27
1694	446	27
1695	446	27
1696	446	27
1697	447	26
1698	447	26
1699	447	26
1700	447	26
1701	447	25
1702	448	25
1703	448	25
1704	448	24
1705	448	24
1706	449	24
1707	449	24
1708	449	23
1709	449	23
1710	449	23
1711	450	23
1712	450	22
1713	450	22
1714	450	22
1715	450	22
1716	451	21
1717	451	21
1718	451	21
1719	451	21
1720	452	20
1721	452	20
1722	452	20
1723	452	19
1724	452	19
1725	453	19
1726	453	19
1727	453	18
1728	453	18
1729	454	18
1730	454	18
1731	454	17
1732	454	17
1733	454	17
1734	455	17
1735	455	16
1736	455	16
1737	455	16
1738	456	16
1739	456	15
1740	456	15
1741	456	15
1742	457	14
1743	457	14
1744	457	14
1745	457	14
1746	457	13
1747	458	13
1748	458	13
1749	458	13
1750	459	12
1751	459	12
1752	459	12
1753	459	12
1754	460	11
1755	460	11
1756	460	11
1757	460	11
1758	460	10
1759	461	10
1760	461	10
1761	461	9
1762	461	9
1763	462	9
1764	462	9
1765	462	8
1766	462	8
1767	463	8
1768	463	8
1769	463	7
1770	463	7
1771	464	7
1772	464	7
1773	464	6
1774	464	6
1775	464	6
1776	465	6
1777	465	5
1778	465	5
1779	465	5
1780	466	4
1781	466	4
1782	466	4
1783	466	4
1784	467	3
1785	467	3
1786	467	3
1787	467	3
1788	467	2
1789	468	2
1790	468	2
1791	468	2
1792	468	1
1793	469	1
1794	469	1
1795	469	1
1796	469	0
1797	470	0
1798	470	0
1799	470	0
